序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分(類別),車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
9134,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,27,臺中市,大里區,0,0,0,7,1,6,50,4,2,,5,4,6,6,1,1,5,5,5,1,17,51,,,,,B03,,,1,,2,,,51,,1,12,4,B03,120.703742,24.093107,3
9135,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,30,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,,,,,,,,,84,,1,,,,120.641904,24.159453,3
9136,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,33,臺中市,潭子區,0,1,0,7,2,6,60,13,7,1,5,4,6,6,1,1,1,4,4,1,18,59,2,9,2,1,C03,7,9,1,10,2,14,,59,43,1,13,4,C03,120.704576,24.205144,2
9137,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,33,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,17,50,,,,,B03,,,1,,2,,,50,50,1,12,4,B03,120.702996,24.091483,3
9138,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,35,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,84,,,,,B03,,,1,,2,,,84,84,1,12,4,B03,120.670662,24.186106,3
9139,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,35,臺中市,太平區,0,0,0,7,,,30,,,,,,,,,,,,,,,84,,,,,B03,,,1,,2,,,84,,1,12,4,B03,120.738137,24.145434,3
9140,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,35,臺中市,烏日區,0,0,0,7,,,60,,,,,,,,,,,,,,2,84,,,,,B03,,,1,,2,,,84,,1,12,4,B03,120.646449,24.092712,3
9141,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,35,臺中市,石岡區,0,0,0,7,,,70,,,,,,,,,,,,,,13,59,,,,,B03,,,1,,2,,,59,,1,13,4,B03,120.795228,24.271004,3
9142,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,39,臺中市,烏日區,0,0,0,6,,,50,,,,,,,,,,,,,,2,84,,,,,C03,,,1,,2,,,84,,1,13,5,C03,120.607048,24.108443,3
9143,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,40,臺中市,大雅區,0,2,0,7,3,6,50,3,2,1,5,4,6,6,1,1,8,3,5,1,17,20,2,9,1,1,C03,7,6,1,10,2,11,,20,20,1,12,4,C03,120.650942,24.216443,2
9144,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,40,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,59,,,,,B03,,,1,,2,,,59,59,1,6,4,B03,120.672812,24.097287,3
9145,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,43,臺中市,大肚區,0,2,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,17,48,2,9,1,1,C03,7,6,1,10,2,14,,48,48,1,12,4,C03,120.549659,24.148289,2
9146,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,44,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,,84,,,,,B03,,,1,,1,,,84,,1,13,4,B03,120.622133,24.180052,3
9147,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,45,臺中市,沙鹿區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,1,1,10,5,5,2,16,76,3,10,4,1,B12,7,15,1,8,2,4,,76,76,1,13,4,B12,120.561519,24.24353,2
9148,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,46,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,77,,,,,A12,,,1,,2,,,77,,1,13,4,A12,120.638113,24.133472,3
9149,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,47,臺中市,石岡區,0,1,0,7,3,6,70,13,7,1,5,4,6,6,4,4,3,4,4,1,13,59,3,10,3,1,B13,7,14,1,8,2,1,,59,59,1,13,4,B13,120.800721,24.268884,2
9150,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,49,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,1,,,84,84,1,6,4,B03,120.629894,24.340432,3
9151,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,55,臺中市,西屯區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,17,47,3,10,3,1,B03,7,5,1,8,2,2,,47,47,1,13,4,B03,120.592715,24.179174,2
9152,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,55,臺中市,大肚區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,1,4,4,1,13,59,2,9,1,1,C03,7,9,1,10,2,11,,59,59,1,12,4,C03,120.56628,24.122915,2
9153,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,58,臺中市,西區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,16,34,2,7,3,1,B03,7,6,1,8,1,8,,34,34,1,12,4,B03,120.660892,24.150849,2
9154,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,58,臺中市,南屯區,0,2,0,7,3,6,40,13,8,1,5,4,6,6,4,4,5,5,4,2,12,8,2,9,6,1,F01,7,9,7,21,2,12,,8,8,1,2,4,F01,120.638078,24.139814,2
9155,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,0,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,51,,,,,B03,,,1,,1,,,51,,1,12,4,B03,120.665208,24.136685,3
9156,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,3,臺中市,豐原區,0,1,0,7,2,6,60,13,7,1,5,4,6,6,2,1,1,2,4,1,12,8,3,10,3,1,B12,7,9,5,19,2,2,,8,8,1,6,4,B12,120.72246,24.236444,2
9157,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,7,臺中市,東區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,84,2,9,1,1,C03,7,9,1,10,2,12,,84,84,1,13,4,C03,120.693573,24.147967,2
9158,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,7,臺中市,北屯區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,2,4,4,2,14,49,3,10,3,1,B12,7,2,1,8,2,3,,49,49,1,13,4,B12,120.688921,24.163199,2
9159,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,13,臺中市,西屯區,0,1,0,7,2,6,1,13,9,1,5,4,6,6,4,4,10,5,5,2,30,116,,,,,,,,,,,,,116,116,1,,,,120.66855,24.17698,2
9160,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,17,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,A12,,,1,,2,,,7,,1,13,4,A12,120.709712,24.200742,3
9161,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,17,臺中市,西區,0,1,0,7,3,6,50,13,7,1,5,4,6,6,4,4,5,4,4,2,13,84,3,10,3,1,B03,7,7,1,8,2,6,,84,84,1,6,4,B03,120.671701,24.137043,2
9162,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,25,臺中市,南屯區,0,1,0,7,2,6,50,4,9,1,5,4,6,6,4,4,9,5,5,2,15,12,3,10,3,1,B03,7,9,1,8,2,8,,12,12,1,13,4,B03,120.638688,24.148775,2
9163,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,25,臺中市,北屯區,0,1,0,7,2,6,40,13,7,1,5,4,6,6,4,4,1,4,4,2,16,43,2,9,1,1,C03,7,9,1,10,2,11,,43,43,1,13,4,C03,120.667994,24.178784,2
9164,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,27,臺中市,西屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,10,5,5,2,16,7,2,8,5,4,C03,7,9,1,10,2,11,,7,7,1,13,4,C03,120.646722,24.168985,2
9165,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,30,臺中市,東區,0,0,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,17,84,3,10,3,1,B03,7,15,1,8,2,6,,84,84,1,6,4,B03,120.698325,24.142285,3
9166,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,30,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,A02,,,1,,2,,,7,,1,6,4,A02,120.689631,24.115402,3
9167,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,32,臺中市,西區,0,1,0,7,2,6,50,3,8,1,5,4,6,6,4,4,1,4,4,2,16,47,3,10,1,1,C03,7,5,1,10,2,12,,47,1,1,12,4,C03,120.670183,24.144494,2
9168,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,32,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,C03,,,1,,1,,,7,,1,6,4,C03,120.63203,24.339795,3
9169,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,33,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,12,47,,,,,B03,,,1,,2,,,47,,1,12,4,B03,120.675602,24.15925,3
9170,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,34,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,51,,,,,B03,,,1,,1,,,51,51,1,12,4,B03,120.6696,24.174298,3
9171,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,35,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,,1,12,4,B03,120.697238,24.133003,3
9172,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,39,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,2,39,,,,,B03,,,1,,2,,,39,,1,6,4,B03,120.710329,24.245383,3
9173,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,46,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,3,4,5,2,13,84,3,10,3,1,B11,7,9,1,1,2,1,,84,84,1,13,4,B11,120.707744,24.185067,2
9174,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,48,臺中市,神岡區,0,0,0,7,,,30,,,,,,,,,,,,,,13,7,,,,,B13,,,1,,1,,,7,,1,12,4,B13,120.689494,24.241107,3
9175,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,48,臺中市,豐原區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,2,1,1,2,5,1,17,47,3,10,3,1,B03,7,5,1,8,2,6,,47,47,1,6,4,B03,120.722473,24.260656,2
9176,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,49,臺中市,西屯區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,3,1,10,5,5,2,16,20,3,10,1,1,C03,7,15,1,10,1,12,,20,20,1,12,4,C03,120.627533,24.182821,2
9177,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,50,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,13,4,B03,120.700931,24.165072,3
9178,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,50,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,84,,,,,C03,,,1,,1,,,84,,1,13,4,C03,120.670473,24.173765,3
9179,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,51,臺中市,西屯區,0,1,0,7,3,6,50,4,2,1,5,4,6,6,2,1,8,3,5,1,17,87,3,10,3,1,B03,7,6,1,8,2,1,,87,87,1,13,4,B03,120.6018,24.161459,2
9180,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,54,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,13,7,2,9,2,1,C03,7,9,1,10,2,11,,7,7,1,12,4,C03,120.689954,24.18237,2
9181,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,54,臺中市,豐原區,0,0,0,7,,,30,,,,,,,,,,,,,,14,49,,,,,B12,,,1,,2,,,49,,1,13,4,B12,120.725699,24.275707,3
9182,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,57,臺中市,南屯區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,17,50,,,,,B02,,,1,,1,,,50,,1,12,4,B02,120.646756,24.136097,3
9183,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,58,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,16,65,,,,,C03,,,1,,1,,,65,,1,13,4,C03,120.68726,24.15571,3
9184,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,9,59,臺中市,西區,0,1,0,7,1,6,50,13,7,1,5,4,6,6,4,4,1,4,4,2,17,51,2,9,1,1,C03,7,1,1,10,1,11,,51,51,1,12,4,C03,120.657065,24.134633,2
9185,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,3,臺中市,東勢區,0,0,0,7,,,60,,,,,,,,,,,,,,,40,,,,,B03,,,1,,2,,,40,,1,6,4,B03,120.8125,24.304707,3
9186,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,5,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,17,49,,,,,C03,,,1,,2,,,49,,1,13,4,C03,120.689275,24.089545,3
9187,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,9,臺中市,東區,0,0,0,7,,,40,,,,,,,,,,,,,,17,84,,,,,C03,,,1,,2,,,84,,1,12,4,C03,120.70672,24.144468,3
9188,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,10,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,8,,,,,B13,,,1,,2,,,8,,1,12,4,B13,120.679764,24.150378,3
9189,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,11,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,1,,,59,,1,13,4,B03,120.655938,24.165527,3
9190,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,11,臺中市,豐原區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,1,1,1,3,5,2,13,59,3,10,3,1,B03,7,9,1,8,2,5,,59,59,1,13,4,B03,120.720771,24.262203,2
9191,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,15,臺中市,清水區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,9,4,5,2,17,59,2,9,2,1,C03,7,9,2,19,2,11,,59,59,1,12,4,C03,120.570906,24.271444,2
9192,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,17,臺中市,烏日區,0,2,0,7,2,6,30,4,1,1,5,4,6,1,4,4,5,5,5,2,15,15,2,9,2,1,C03,7,9,1,10,2,12,,15,15,1,12,4,C03,120.629899,24.103251,2
9193,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,19,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,12,51,,,,,B03,,,1,,1,,,51,,1,12,4,B03,120.682993,24.157667,3
9194,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,19,臺中市,北屯區,0,1,0,7,3,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,14,2,9,2,1,C03,7,5,1,10,2,12,13,14,14,1,13,4,C03,120.66651,24.190846,2
9195,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,20,臺中市,大肚區,0,0,0,7,,,30,,,,,,,,,,,,,,,49,,,,,B11,,,1,,2,,,49,,1,12,4,B11,120.550114,24.147453,3
9196,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,20,臺中市,神岡區,0,0,0,7,,,30,,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,14,,1,12,4,B03,120.708758,24.273543,3
9197,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,21,臺中市,太平區,0,0,0,7,2,6,40,13,14,1,5,4,6,6,4,4,5,2,4,1,17,84,3,10,3,1,B03,7,1,1,8,2,6,,84,84,2,12,4,B03,120.729052,24.150041,3
9198,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,22,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,40,,,,,B02,,,1,,1,,,40,,1,13,4,B02,120.6446,24.1658,3
9199,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,30,臺中市,外埔區,0,0,0,7,,,50,,,,,,,,,,,,,,12,50,,,,,B03,,,1,,2,,,50,,1,12,4,B03,120.653204,24.332009,3
9200,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,37,臺中市,豐原區,0,1,0,7,2,6,50,4,1,1,5,4,1,6,1,1,4,4,4,2,16,11,3,10,1,1,C03,7,5,1,10,2,13,,11,11,1,6,4,C03,120.723504,24.252139,2
9201,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,41,臺中市,梧棲區,0,2,0,7,3,6,40,4,1,1,5,4,6,6,1,1,10,5,5,2,15,21,2,9,3,1,B03,7,9,1,8,2,1,,21,21,1,6,4,B03,120.516086,24.22615,2
9202,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,42,臺中市,南屯區,0,2,0,7,2,6,50,13,7,1,5,4,6,6,4,4,3,2,4,2,13,7,2,9,5,4,C03,7,9,1,10,2,11,,7,7,1,13,4,C03,120.653579,24.14034,2
9203,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,45,臺中市,潭子區,0,0,0,7,,,60,,,,,,,,,,,,,,12,51,,,,,A01,,,1,,2,,,51,,1,12,4,A01,120.707504,24.226268,3
9204,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,45,臺中市,北屯區,0,2,0,7,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,3,10,2,9,1,1,C03,7,5,1,10,2,11,,10,10,1,13,4,C03,120.679691,24.174561,2
9205,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,49,臺中市,北屯區,0,1,0,7,2,6,40,4,1,1,5,4,6,6,1,1,5,5,4,2,30,119,,,,,,,,,,,,,119,119,1,,,,120.731156,24.170689,2
9206,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,49,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,30,84,,,,,B12,,,1,,1,,,84,84,1,13,4,B12,120.697407,24.169677,3
9207,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,55,臺中市,大雅區,0,0,0,7,,,60,,,,,,,,,,,,,,,20,,,,,B03,,,1,,2,,,20,,1,12,4,B03,120.627701,24.242288,3
9208,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,56,臺中市,北區,0,0,0,7,,,30,,,,,,,,,,,,,,11,8,,,,,A12,,,1,,1,,,8,,1,8,4,A12,120.674024,24.170774,3
9209,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,10,56,臺中市,北屯區,0,1,0,7,2,6,40,13,9,1,5,4,6,6,4,4,5,5,5,2,13,83,2,8,6,1,F01,7,9,7,21,2,11,,83,83,1,13,4,F01,120.6747,24.174579,2
9210,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,0,臺中市,烏日區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,76,2,8,4,1,C03,7,9,1,10,2,12,,87,76,1,12,4,C03,120.637251,24.108845,2
9211,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,7,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,20,3,10,2,1,C03,7,5,1,10,2,11,,20,20,1,12,4,C03,120.669443,24.177252,2
9212,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,9,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,82,,,,,B12,,,1,,1,,,82,,1,6,4,B12,120.698026,24.170374,3
9213,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,14,臺中市,新社區,0,0,0,7,,,30,,,,,,,,,,,,,,12,8,,,,,B03,,,1,,2,,,8,,1,12,4,B03,120.794597,24.242658,3
9214,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,15,臺中市,潭子區,0,1,0,7,3,6,50,4,2,1,5,4,6,6,2,1,7,4,4,2,12,51,2,8,1,1,C03,7,9,1,10,2,12,,87,51,1,13,4,C03,120.72259,24.20407,2
9215,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,15,臺中市,霧峰區,0,2,0,7,1,6,30,4,1,1,5,4,6,6,3,1,10,5,5,2,15,24,2,9,1,1,C03,7,9,1,10,2,12,,24,24,1,7,4,C03,120.673257,24.033757,2
9216,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,15,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,14,49,,,,,B12,,,1,,9,,,49,49,2,6,4,B12,120.685817,24.240445,4
9217,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,18,臺中市,梧棲區,0,2,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,15,2,9,1,1,C03,7,9,1,10,2,11,,15,15,1,6,4,C03,120.560347,24.257913,2
9218,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,20,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,1,,,59,,1,12,4,B03,120.647346,24.174386,3
9219,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,23,臺中市,霧峰區,0,1,0,7,3,6,40,3,1,1,5,4,6,6,3,1,10,5,5,2,16,47,3,10,3,1,B03,7,5,1,8,2,2,,47,47,1,12,4,B03,120.669994,24.061683,2
9220,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,24,臺中市,豐原區,0,1,0,7,2,6,30,3,2,1,5,4,6,6,4,4,1,3,5,1,16,14,2,9,1,1,C03,7,5,1,10,2,14,,14,14,1,13,4,C03,120.726406,24.246649,2
9221,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,27,臺中市,大雅區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,5,5,5,1,17,14,3,10,3,1,B03,7,6,1,8,2,5,,14,14,1,13,4,B03,120.654773,24.228773,2
9222,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,31,臺中市,潭子區,0,2,0,7,2,6,60,4,4,1,5,4,6,6,2,1,1,4,4,1,13,59,2,9,2,1,C03,7,9,1,10,2,15,,59,59,1,13,4,C03,120.705022,24.207144,2
9223,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,33,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,14,49,3,10,3,1,B03,7,2,1,8,2,7,,49,49,1,13,4,B03,120.697853,24.173464,2
9224,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,38,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,13,58,,,,,B01,,,1,,1,,,58,,1,13,4,B01,120.653021,24.153588,3
9225,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,38,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,13,59,,,,,B03,,,1,,1,,,59,,1,13,4,B03,120.670128,24.143652,3
9226,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,40,臺中市,大里區,0,0,0,7,2,6,50,3,2,1,5,4,6,6,4,4,5,4,5,1,14,49,,,,,B02,,,1,,2,,,49,,1,13,4,B02,120.688531,24.103566,3
9227,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,43,臺中市,潭子區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,5,5,4,2,3,10,3,10,3,1,B03,7,6,1,8,2,8,,10,10,1,13,4,B03,120.703469,24.210621,2
9228,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,46,臺中市,豐原區,0,1,0,7,2,6,50,5,2,1,5,4,6,6,2,1,4,5,4,2,17,11,3,10,6,1,F01,7,5,7,21,7,15,,11,11,1,13,4,F01,120.714345,24.244955,2
9229,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,52,臺中市,北屯區,0,1,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,17,45,3,10,3,1,B12,7,11,1,8,2,15,,45,45,1,12,4,B12,120.738307,24.180276,2
9230,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,53,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,C03,,,1,,2,,,7,,1,12,4,C03,120.686252,24.15482,4
9231,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,56,臺中市,北屯區,0,1,0,7,3,6,50,4,2,1,5,4,6,6,1,1,10,5,5,2,12,8,2,9,1,1,C03,7,15,1,8,2,14,,8,8,1,13,4,C03,120.680502,24.189494,2
9232,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,56,臺中市,霧峰區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,2,5,1,16,39,2,9,2,1,F03,7,6,7,21,2,14,,39,39,1,13,4,F03,120.676671,24.064161,2
9233,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,11,59,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,8,,,,,B03,,,1,,1,,,8,,1,13,4,B03,120.646987,24.158836,3
9234,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,12,0,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,1,4,5,1,12,40,3,10,3,1,B11,7,7,1,8,2,5,,40,40,1,13,4,B11,120.678248,24.200795,2
9235,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,12,0,臺中市,西屯區,0,2,0,7,3,6,40,13,8,1,5,4,6,6,4,4,1,4,4,2,13,59,2,9,5,4,C03,7,9,1,10,2,11,,59,59,1,13,4,C03,120.638522,24.164116,2
9236,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,12,0,臺中市,清水區,0,0,0,7,,,40,,,,,,,,,,,,,,12,51,,,,,B03,,,1,,2,,,51,51,1,12,4,B03,120.566565,24.268398,3
9237,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,12,0,臺中市,沙鹿區,0,0,0,7,,,70,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,6,4,B03,120.580952,24.201575,3
9238,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,12,2,臺中市,西區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,13,7,3,10,3,1,B03,7,6,1,8,2,8,,7,7,1,6,4,B03,120.655138,24.153572,2
9239,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,12,5,臺中市,龍井區,0,0,0,7,,,30,,,,,,,,,,,,,,14,49,,,,,B03,,,1,,2,,,49,,1,6,4,B03,120.549762,24.212166,3
9240,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,12,10,臺中市,大里區,0,1,0,7,1,6,60,4,1,1,5,4,6,6,1,1,10,5,5,2,16,11,3,10,3,1,B03,7,5,1,8,2,2,,11,11,1,6,4,B03,120.689187,24.078054,2
